Population,Geographic_Distance,Genetic_Distance
Cluster2,11.194,1856.591
Cluster2,15.711,1906.533
Cluster2,11.460,1970.594
Cluster2,184.656,2061.463
Cluster2,184.738,1968.589
Cluster2,184.657,1929.319
Cluster2,146.404,1912.917
Cluster2,146.517,2062.258
Cluster2,116.550,1915.311
Cluster2,175.764,1979.864
Cluster2,31.347,1876.117
Cluster2,29.803,1948.912
Cluster2,29.817,1996.910
Cluster2,104.577,2095.270
Cluster2,59.727,1887.809
Cluster2,24.495,1621.362
Cluster2,61.492,2014.841
Cluster2,54.368,2000.824
Cluster2,59.686,1906.703
Cluster2,47.927,1880.379
Cluster2,84.035,1998.909
Cluster2,79.170,1970.688
Cluster2,86.870,2054.824
Cluster2,84.227,1934.815
Cluster2,176.599,2069.017
Cluster2,176.520,1932.065
Cluster2,176.487,1983.771
Cluster2,411.793,2001.341
Cluster2,176.361,1916.117
Cluster2,0.743,1990.952
Cluster2,10.180,1932.036
Cluster2,11.751,1954.855
Cluster2,2.054,1958.381
Cluster2,5.402,1751.906
Cluster2,0.903,1879.701
Cluster2,5.337,1934.087
Cluster2,6.472,1872.208
Cluster2,1.200,1907.260
Cluster2,5.214,1874.745
Cluster2,0.503,1895.216
Cluster2,82.714,1951.875
Cluster2,83.462,2000.820
Cluster2,86.383,1983.291
Cluster2,170.555,2038.112
Cluster2,83.562,1963.403
Cluster2,81.592,1925.102
Cluster2,81.087,1901.086
Cluster2,81.006,1944.085
Cluster2,78.222,1824.289
Cluster2,182.978,1932.151
Cluster2,183.075,1962.218
Cluster2,155.277,1970.587
Cluster2,155.360,2011.969
Cluster2,155.482,1984.817
Cluster2,155.284,1940.852
Cluster2,155.468,1953.231
Cluster2,133.391,1960.355
Cluster2,133.427,2036.927
Cluster2,125.586,1981.052
Cluster2,125.307,2026.218
Cluster2,125.367,1868.648
Cluster2,125.579,1954.347
Cluster2,125.587,1960.403
Cluster2,125.532,2047.185
Cluster2,53.758,1982.916
Cluster2,53.817,1811.209
Cluster2,53.877,1835.032
Cluster2,53.835,1937.376
Cluster2,57.504,1893.078
Cluster2,197.327,1932.236
Cluster2,2.148,1914.778
Cluster2,6.691,1907.872
Cluster2,4.876,1968.933
Cluster2,186.414,2018.005
Cluster2,186.493,1923.928
Cluster2,186.415,1962.658
Cluster2,155.312,2006.256
Cluster2,155.426,2026.597
Cluster2,125.584,2040.650
Cluster2,182.004,2012.330
Cluster2,22.497,1848.456
Cluster2,21.248,1794.251
Cluster2,21.255,1987.451
Cluster2,104.753,1997.609
Cluster2,57.635,1848.620
Cluster2,32.553,1929.205
Cluster2,59.207,2060.180
Cluster2,59.539,1995.163
Cluster2,57.584,1946.041
Cluster2,43.091,1963.718
Cluster2,81.379,1873.248
Cluster2,81.792,2048.027
Cluster2,84.361,2020.381
Cluster2,81.590,1993.153
Cluster2,175.857,2071.356
Cluster2,175.786,1912.404
Cluster2,175.754,1888.652
Cluster2,419.355,1951.680
Cluster2,182.754,1964.498
Cluster2,9.753,2021.291
Cluster2,3.053,1909.375
Cluster2,5.957,1893.236
Cluster2,9.046,1917.613
Cluster2,6.930,1934.452
Cluster2,7.294,1870.934
Cluster2,5.202,1829.687
Cluster2,7.230,1870.187
Cluster2,8.194,1885.280
Cluster2,4.903,1965.295
Cluster2,7.146,1878.816
Cluster2,5.600,1896.288
Cluster2,84.725,1934.946
Cluster2,85.841,1923.891
Cluster2,88.206,1998.160
Cluster2,170.709,2032.183
Cluster2,85.964,1975.474
Cluster2,83.864,1961.174
Cluster2,83.443,1960.157
Cluster2,83.578,1944.156
Cluster2,80.796,1917.360
Cluster2,187.491,1976.222
Cluster2,187.627,1976.289
Cluster2,161.323,1894.532
Cluster2,161.406,1946.041
Cluster2,161.527,1951.888
Cluster2,161.330,1934.923
Cluster2,161.514,2003.303
Cluster2,139.494,1855.426
Cluster2,139.530,2109.955
Cluster2,131.671,1960.123
Cluster2,131.393,1893.043
Cluster2,131.453,1949.719
Cluster2,131.664,1973.333
Cluster2,131.673,1927.002
Cluster2,131.617,1982.010
Cluster2,52.444,1993.017
Cluster2,52.512,1930.280
Cluster2,52.553,1916.104
Cluster2,52.497,1941.447
Cluster2,56.411,1966.677
Cluster2,202.687,1987.307
Cluster2,3.959,1993.464
Cluster2,0.813,1788.943
Cluster2,6.734,2040.004
Cluster2,188.011,2057.874
Cluster2,188.088,1914.753
Cluster2,188.012,1984.729
Cluster2,161.357,1961.327
Cluster2,161.472,2073.669
Cluster2,131.669,1923.721
Cluster2,186.467,2056.019
Cluster2,16.708,1972.527
Cluster2,15.885,1732.323
Cluster2,15.882,1996.717
Cluster2,105.490,2040.680
Cluster2,57.176,1896.219
Cluster2,38.179,1952.234
Cluster2,58.590,2031.251
Cluster2,63.386,1959.234
Cluster2,57.118,1899.113
Cluster2,40.819,1978.789
Cluster2,80.293,1866.319
Cluster2,84.229,2009.098
Cluster2,83.361,1865.234
Cluster2,80.516,1976.225
Cluster2,175.797,2012.427
Cluster2,175.732,1878.475
Cluster2,175.701,1887.251
Cluster2,424.584,1964.751
Cluster2,187.311,2012.527
Cluster2,15.856,1958.362
Cluster2,6.262,1806.447
Cluster2,7.798,1881.180
Cluster2,15.147,1908.684
Cluster2,6.103,1878.023
Cluster2,1.927,2014.123
Cluster2,5.561,1830.604
Cluster2,1.335,1827.443
Cluster2,5.499,1859.857
Cluster2,6.609,1836.950
Cluster2,1.634,1932.826
Cluster2,5.378,1880.486
Cluster2,0.938,1982.958
Cluster2,82.642,2025.616
Cluster2,83.362,1922.616
Cluster2,86.325,2009.956
Cluster2,170.611,2121.854
Cluster2,83.460,2029.145
Cluster2,81.500,1998.844
Cluster2,80.989,1938.827
Cluster2,80.891,1918.826
Cluster2,78.108,1907.030
Cluster2,182.701,2001.438
Cluster2,182.794,1993.959
Cluster2,154.856,1912.202
Cluster2,154.939,2040.711
Cluster2,155.061,2028.558
Cluster2,154.863,2119.593
Cluster2,155.047,1949.973
Cluster2,132.957,1974.096
Cluster2,132.993,2088.625
Cluster2,125.149,2064.793
Cluster2,124.871,2023.960
Cluster2,124.930,2023.389
Cluster2,125.142,1980.089
Cluster2,125.150,1948.672
Cluster2,125.095,2057.927
Cluster2,53.932,2045.687
Cluster2,53.991,1939.950
Cluster2,54.052,1946.774
Cluster2,54.011,1951.829
Cluster2,57.662,1883.348
Cluster2,196.977,2095.977
Cluster2,2.584,1986.134
Cluster2,7.118,1898.613
Cluster2,5.062,1969.674
Cluster2,186.365,2078.544
Cluster2,186.444,2046.669
Cluster2,186.366,2104.881
Cluster2,154.891,2054.997
Cluster2,155.005,2139.339
Cluster2,125.147,2008.391
Cluster2,181.731,2076.170
Cluster2,22.930,2001.198
Cluster2,21.668,1869.054
Cluster2,21.675,2042.902
Cluster2,104.772,2004.350
Cluster2,57.749,1925.889
Cluster2,32.136,1981.386
Cluster2,59.332,2080.921
Cluster2,59.233,2026.905
Cluster2,57.699,2032.783
Cluster2,43.333,1954.460
Cluster2,81.529,1977.990
Cluster2,81.688,2019.768
Cluster2,84.506,2012.905
Cluster2,81.740,1954.376
Cluster2,175.927,2058.097
Cluster2,175.856,1914.146
Cluster2,175.824,1889.921
Cluster2,419.015,1898.421
Cluster2,182.473,2087.197
Cluster2,9.319,1972.032
Cluster2,3.222,1895.117
Cluster2,6.100,1914.935
Cluster2,8.611,1986.354
Cluster2,0.437,1962.693
Cluster2,6.537,1657.509
Cluster2,85.905,1943.706
Cluster2,79.325,1868.188
Cluster2,84.412,1858.026
Cluster2,79.398,1922.441
Cluster2,78.238,1871.534
Cluster2,84.430,1923.410
Cluster2,79.514,1917.070
Cluster2,84.257,1944.542
Cluster2,3.647,1934.200
Cluster2,8.912,1877.145
Cluster2,2.386,1889.414
Cluster2,91.582,1996.437
Cluster2,9.271,1919.728
Cluster2,7.577,1926.428
Cluster2,8.881,1891.411
Cluster2,11.990,1967.410
Cluster2,12.758,1945.614
Cluster2,120.329,1959.476
Cluster2,121.084,1883.543
Cluster2,144.904,1914.785
Cluster2,144.961,1910.295
Cluster2,145.079,1928.810
Cluster2,144.905,1845.177
Cluster2,145.094,1965.302
Cluster2,138.757,1921.680
Cluster2,138.725,2019.209
Cluster2,137.979,1893.377
Cluster2,137.584,1968.543
Cluster2,137.615,1915.973
Cluster2,137.810,1917.672
Cluster2,137.843,1893.256
Cluster2,137.828,1954.510
Cluster2,46.685,2056.270
Cluster2,46.589,1924.280
Cluster2,46.714,1921.357
Cluster2,46.843,1900.701
Cluster2,43.149,1889.931
Cluster2,151.584,1958.561
Cluster2,84.603,1976.718
Cluster2,86.636,1964.197
Cluster2,79.946,1974.258
Cluster2,102.303,1996.127
Cluster2,102.383,1920.253
Cluster2,102.304,1931.795
Cluster2,144.911,1917.581
Cluster2,145.061,2046.922
Cluster2,137.925,1905.975
Cluster2,118.598,1958.528
Cluster2,86.743,1819.781
Cluster2,83.353,1881.576
Cluster2,83.416,2016.574
Cluster2,25.996,2001.934
Cluster2,37.764,1921.473
Cluster2,95.269,1918.488
Cluster2,38.211,2059.505
Cluster2,129.691,1973.488
Cluster2,37.844,1990.367
Cluster2,58.569,1842.043
Cluster2,39.166,1938.573
Cluster2,9.900,2037.352
Cluster2,38.516,1961.488
Cluster2,39.034,1857.478
Cluster2,98.149,1970.681
Cluster2,98.039,1952.729
Cluster2,98.002,1978.505
Cluster2,363.335,1849.005
Cluster2,120.867,1957.781
Cluster2,82.200,1919.616
Cluster2,81.397,1918.700
Cluster2,78.735,1939.519
Cluster2,82.519,1909.938
Cluster2,84.122,1844.277
Cluster2,85.898,1914.348
Cluster2,84.068,1991.018
Cluster2,83.541,1959.442
Cluster2,77.125,1999.924
Cluster2,82.131,1955.762
Cluster2,77.197,1908.645
Cluster2,76.049,1848.269
Cluster2,82.163,1954.145
Cluster2,77.312,1906.806
Cluster2,81.960,1990.277
Cluster2,0.953,1936.935
Cluster2,5.412,1922.131
Cluster2,5.436,1910.695
Cluster2,95.394,2161.173
Cluster2,5.785,1857.464
Cluster2,3.477,1841.163
Cluster2,4.724,1932.147
Cluster2,7.902,1877.146
Cluster2,8.456,1906.350
Cluster2,118.918,1978.416
Cluster2,119.618,1993.279
Cluster2,140.994,1954.521
Cluster2,141.052,2012.030
Cluster2,141.171,2024.877
Cluster2,140.996,2065.912
Cluster2,141.186,1974.292
Cluster2,134.553,1976.416
Cluster2,134.522,2132.945
Cluster2,133.709,1916.112
Cluster2,133.314,1987.279
Cluster2,133.345,2011.708
Cluster2,133.541,1996.408
Cluster2,133.573,2034.991
Cluster2,133.558,2054.714
Cluster2,47.036,1991.006
Cluster2,46.942,1904.269
Cluster2,47.078,1928.093
Cluster2,47.208,1977.436
Cluster2,43.759,1948.667
Cluster2,149.106,1930.296
Cluster2,82.376,1935.320
Cluster2,84.589,1902.933
Cluster2,77.746,1994.994
Cluster2,104.836,1990.863
Cluster2,104.918,1989.989
Cluster2,104.837,1958.530
Cluster2,141.003,2057.317
Cluster2,141.152,2132.658
Cluster2,133.655,2029.711
Cluster2,117.246,2066.263
Cluster2,85.454,1928.517
Cluster2,82.034,2000.312
Cluster2,82.098,1974.309
Cluster2,30.199,2019.138
Cluster2,38.125,1892.208
Cluster2,91.843,2042.223
Cluster2,38.801,2034.240
Cluster2,126.189,2036.224
Cluster2,38.204,1957.102
Cluster2,58.337,1933.779
Cluster2,41.990,1943.560
Cluster2,5.913,1942.087
Cluster2,41.589,2038.224
Cluster2,41.877,1974.214
Cluster2,102.050,2087.416
Cluster2,101.938,1996.465
Cluster2,101.900,1944.240
Cluster2,361.941,1934.740
Cluster2,119.390,2055.516
Cluster2,79.476,1877.351
Cluster2,79.143,1963.436
Cluster2,76.538,1887.254
Cluster2,79.823,1946.673
Cluster2,81.804,1977.012
Cluster2,83.836,2018.083
Cluster2,81.731,1998.299
Cluster2,4.307,1926.149
Cluster2,92.525,2026.217
Cluster2,85.989,1895.699
Cluster2,91.056,1979.537
Cluster2,86.062,1971.479
Cluster2,84.904,1914.045
Cluster2,91.078,1951.921
Cluster2,86.178,1889.581
Cluster2,90.896,1998.053
Cluster2,8.385,1894.711
Cluster2,10.906,2013.656
Cluster2,4.386,2055.925
Cluster2,86.368,2078.948
Cluster2,11.128,1927.239
Cluster2,11.126,1907.939
Cluster2,12.275,1945.922
Cluster2,14.640,2021.921
Cluster2,16.456,1897.125
Cluster2,115.574,1971.987
Cluster2,116.394,1922.054
Cluster2,144.981,1933.297
Cluster2,145.035,2007.806
Cluster2,145.151,2028.653
Cluster2,144.982,2085.688
Cluster2,145.169,1910.067
Cluster2,140.245,1953.191
Cluster2,140.208,2136.720
Cluster2,140.031,1989.888
Cluster2,139.634,2100.055
Cluster2,139.662,1989.484
Cluster2,139.853,1945.183
Cluster2,139.886,1939.767
Cluster2,139.875,2004.021
Cluster2,52.823,1989.782
Cluster2,52.726,1966.045
Cluster2,52.844,2005.869
Cluster2,52.973,2020.212
Cluster2,49.138,1941.442
Cluster2,148.292,2031.072
Cluster2,91.261,2000.229
Cluster2,93.332,1898.708
Cluster2,86.610,1975.769
Cluster2,95.713,2023.638
Cluster2,95.794,1935.764
Cluster2,95.714,2006.494
Cluster2,144.986,2006.092
Cluster2,145.137,2070.434
Cluster2,139.974,2016.486
Cluster2,113.774,2098.039
Cluster2,93.448,1947.292
Cluster2,90.062,1936.087
Cluster2,90.125,1964.085
Cluster2,22.552,2025.445
Cluster2,43.939,1980.984
Cluster2,101.169,1987.999
Cluster2,44.242,2078.016
Cluster2,135.493,1936.999
Cluster2,44.021,1995.878
Cluster2,64.982,1973.554
Cluster2,42.701,1899.084
Cluster2,12.620,1992.386
Cluster2,41.598,2046.999
Cluster2,42.537,1937.990
Cluster2,93.144,2029.192
Cluster2,93.028,1931.240
Cluster2,92.990,1951.016
Cluster2,358.443,2025.516
Cluster2,116.190,1999.292
Cluster2,88.668,2025.127
Cluster2,88.048,1929.211
Cluster2,85.400,1979.030
Cluster2,89.002,1931.449
Cluster2,90.756,1969.788
Cluster2,92.592,1945.859
Cluster2,90.696,1868.529
Cluster2,6.729,1993.113
Cluster2,9.338,1959.848
Cluster2,89.879,1928.016
Cluster2,83.310,1931.391
Cluster2,88.392,1925.077
Cluster2,83.382,1878.614
Cluster2,82.222,1909.736
Cluster2,88.411,1964.870
Cluster2,83.498,1849.272
Cluster2,88.236,1975.744
Cluster2,6.244,1882.402
Cluster2,9.956,1911.347
Cluster2,1.784,1850.819
Cluster2,88.227,2035.145
Cluster2,10.246,1903.931
Cluster2,9.578,1808.630
Cluster2,10.836,1857.613
Cluster2,13.570,1574.932
Cluster2,15.009,1849.816
Cluster2,117.789,1928.678
Cluster2,118.586,1980.746
Cluster2,145.315,1869.988
Cluster2,145.371,1987.497
Cluster2,145.488,1971.344
Cluster2,145.317,2045.379
Cluster2,145.504,1877.759
Cluster2,139.991,1983.883
Cluster2,139.956,2044.412
Cluster2,139.537,1954.579
Cluster2,139.142,1940.746
Cluster2,139.171,1910.175
Cluster2,139.363,1952.380
Cluster2,139.396,1904.458
Cluster2,139.384,2014.713
Cluster2,50.123,1941.099
Cluster2,50.026,1981.107
Cluster2,50.147,1869.560
Cluster2,50.275,1909.903
Cluster2,46.475,1895.134
Cluster2,149.968,1919.611
Cluster2,88.586,1883.920
Cluster2,90.624,1887.400
Cluster2,83.930,2008.461
Cluster2,98.334,1994.532
Cluster2,98.414,1938.455
Cluster2,98.335,1916.186
Cluster2,145.322,1936.047
Cluster2,145.472,2072.125
Cluster2,139.482,1984.833
Cluster2,116.014,1979.994
Cluster2,90.663,1917.984
Cluster2,87.279,1864.779
Cluster2,87.342,1926.979
Cluster2,23.446,1958.137
Cluster2,41.228,1796.675
Cluster2,98.928,2006.690
Cluster2,41.566,2001.707
Cluster2,133.306,1997.691
Cluster2,41.309,1916.569
Cluster2,62.222,1916.246
Cluster2,40.814,1984.776
Cluster2,11.458,1948.554
Cluster2,39.870,1944.691
Cluster2,40.661,1855.945
Cluster2,94.902,1985.883
Cluster2,94.789,1853.932
Cluster2,94.751,1851.971
Cluster2,360.722,1932.207
Cluster2,118.377,1976.983
Cluster2,86.120,1954.818
Cluster2,85.379,1928.903
Cluster2,82.719,1868.569
Cluster2,86.445,1906.140
Cluster2,88.100,1927.652
Cluster2,89.886,1929.550
Cluster2,88.044,1902.220
Cluster2,3.988,1885.804
Cluster2,7.171,1845.540
Cluster2,2.791,1874.315
Cluster2,95.055,1988.364
Cluster2,88.502,1917.889
Cluster2,93.577,1949.684
Cluster2,88.574,1937.099
Cluster2,87.416,1938.191
Cluster2,93.598,1973.946
Cluster2,88.691,1884.728
Cluster2,93.419,1915.199
Cluster2,10.929,1976.857
Cluster2,13.056,1922.802
Cluster2,6.897,1941.071
Cluster2,84.006,2047.095
Cluster2,13.240,2012.386
Cluster2,13.511,1916.085
Cluster2,14.609,1800.069
Cluster2,16.786,1949.068
Cluster2,18.757,1956.272
Cluster2,114.502,1874.134
Cluster2,115.353,1971.201
Cluster2,145.893,1915.443
Cluster2,145.946,1960.952
Cluster2,146.061,1977.799
Cluster2,145.894,2076.834
Cluster2,146.080,1867.214
Cluster2,141.637,1938.338
Cluster2,141.599,2064.910
Cluster2,141.602,1968.035
Cluster2,141.205,1915.201
Cluster2,141.232,1990.631
Cluster2,141.421,1999.330
Cluster2,141.455,1975.913
Cluster2,141.445,2019.168
Cluster2,54.776,1947.928
Cluster2,54.678,1930.192
Cluster2,54.793,1947.015
Cluster2,54.921,1967.359
Cluster2,51.016,1952.589
Cluster2,147.881,1959.219
Cluster2,93.777,1999.375
Cluster2,95.825,1886.855
Cluster2,89.123,2064.916
Cluster2,93.172,1991.785
Cluster2,93.253,1925.911
Cluster2,93.173,1870.641
Cluster2,145.897,1963.239
Cluster2,146.048,2000.580
Cluster2,141.545,1950.633
Cluster2,112.670,2069.186
Cluster2,95.805,1887.439
Cluster2,92.427,1887.234
Cluster2,92.490,2050.231
Cluster2,20.923,1992.592
Cluster2,45.927,1904.130
Cluster2,103.692,2000.188
Cluster2,46.152,2056.162
Cluster2,138.002,1978.146
Cluster2,46.008,1940.024
Cluster2,67.089,1839.701
Cluster2,43.525,2020.231
Cluster2,14.836,1961.010
Cluster2,42.248,1974.189
Cluster2,43.349,1957.136
Cluster2,90.831,2087.339
Cluster2,90.713,1910.387
Cluster2,90.674,1836.163
Cluster2,357.257,1944.663
Cluster2,115.156,1983.481
Cluster2,91.221,1957.274
Cluster2,90.567,1981.358
Cluster2,87.912,1884.219
Cluster2,91.554,1950.596
Cluster2,93.281,1943.977
Cluster2,95.087,1966.006
Cluster2,93.223,1959.676
Cluster2,9.190,1878.260
Cluster2,11.882,1946.995
Cluster2,2.557,2045.409
Cluster2,5.203,1949.462
Cluster2,96.657,1957.609
Cluster2,90.097,1892.091
Cluster2,95.176,1941.929
Cluster2,90.169,1910.344
Cluster2,89.010,1900.436
Cluster2,95.196,1909.312
Cluster2,90.286,1851.776
Cluster2,95.019,1962.444
Cluster2,12.527,1856.102
Cluster2,14.443,1886.047
Cluster2,8.500,1970.316
Cluster2,82.556,2037.845
Cluster2,14.607,1931.631
Cluster2,15.019,1803.330
Cluster2,16.086,1829.313
Cluster2,18.156,1953.312
Cluster2,20.207,1981.320
Cluster2,113.783,1932.378
Cluster2,114.655,1981.201
Cluster2,146.417,1949.688
Cluster2,146.469,1956.197
Cluster2,146.584,2004.044
Cluster2,146.418,1943.079
Cluster2,146.603,1965.459
Cluster2,142.468,1889.583
Cluster2,142.428,2137.112
Cluster2,142.547,1965.279
Cluster2,142.150,1970.446
Cluster2,142.176,1972.875
Cluster2,142.364,1931.080
Cluster2,142.399,1918.158
Cluster2,142.389,1993.413
Cluster2,56.075,1894.173
Cluster2,55.977,1986.156
Cluster2,56.090,1943.260
Cluster2,56.217,1941.603
Cluster2,52.276,1885.834
Cluster2,147.571,1916.463
Cluster2,95.373,1888.620
Cluster2,97.411,1883.100
Cluster2,90.718,2026.161
Cluster2,91.566,1944.030
Cluster2,91.647,1915.155
Cluster2,91.568,1951.886
Cluster2,146.421,1984.781
Cluster2,146.572,2099.122
Cluster2,142.489,1951.878
Cluster2,111.931,2012.150
Cluster2,97.321,1901.684
Cluster2,93.947,1923.479
Cluster2,94.010,1948.476
Cluster2,20.060,1972.837
Cluster2,47.249,1875.375
Cluster2,105.269,1984.390
Cluster2,47.432,1999.407
Cluster2,139.566,1964.391
Cluster2,47.331,1929.269
Cluster2,68.470,1865.946
Cluster2,44.180,1885.476
Cluster2,16.250,1800.254
Cluster2,42.801,2049.391
Cluster2,43.997,1911.381
Cluster2,89.416,1999.583
Cluster2,89.296,1887.632
Cluster2,89.257,1897.407
Cluster2,356.452,2031.907
Cluster2,114.462,1985.683
Cluster2,92.831,1964.518
Cluster2,92.164,1934.603
Cluster2,89.507,1908.421
Cluster2,93.164,1911.840
Cluster2,94.881,1862.179
Cluster2,96.674,1987.250
Cluster2,94.824,1982.920
Cluster2,10.776,1925.504
Cluster2,13.479,1844.240
Cluster2,4.165,1803.653
Cluster2,6.789,1762.211
Cluster2,1.610,1948.800
Cluster2,82.349,2024.188
Cluster2,76.436,1944.670
Cluster2,81.175,1906.508
Cluster2,76.507,1969.923
Cluster2,75.404,1909.015
Cluster2,81.242,1869.892
Cluster2,76.614,1814.552
Cluster2,80.962,1961.023
Cluster2,10.150,1937.682
Cluster2,5.347,1821.627
Cluster2,13.979,1969.896
Cluster2,102.032,2026.919
Cluster2,5.100,1912.156
Cluster2,6.226,1920.909
Cluster2,4.960,1901.893
Cluster2,1.788,1869.892
Cluster2,3.107,1928.096
Cluster2,112.961,1862.958
Cluster2,113.553,1930.025
Cluster2,131.331,1846.267
Cluster2,131.389,1967.776
Cluster2,131.508,1945.624
Cluster2,131.333,1991.051
Cluster2,131.523,1902.038
Cluster2,124.997,1864.162
Cluster2,124.964,1973.691
Cluster2,124.339,1886.859
Cluster2,123.944,1875.025
Cluster2,123.974,1986.847
Cluster2,124.168,1911.154
Cluster2,124.201,1968.684
Cluster2,124.187,2025.992
Cluster2,52.415,1956.752
Cluster2,52.328,1975.016
Cluster2,52.479,1898.839
Cluster2,52.607,1942.183
Cluster2,49.653,1915.413
Cluster2,141.168,1957.043
Cluster2,81.563,1983.199
Cluster2,84.225,1889.679
Cluster2,77.052,1970.740
Cluster2,107.795,2026.609
Cluster2,107.884,1836.681
Cluster2,107.797,1902.465
Cluster2,131.340,1971.063
Cluster2,131.489,2014.404
Cluster2,124.285,1940.383
Cluster2,111.411,1957.010
Cluster2,86.940,1831.263
Cluster2,83.484,1942.058
Cluster2,83.546,1937.448
Cluster2,38.654,1990.655
Cluster2,43.741,1882.955
Cluster2,87.374,1918.970
Cluster2,44.782,2064.987
Cluster2,121.314,1991.970
Cluster2,43.815,1862.848
Cluster2,62.421,1928.525
Cluster2,50.925,1956.055
Cluster2,3.896,1697.357
Cluster2,50.763,1920.970
Cluster2,50.832,1835.960
Cluster2,108.972,1968.163
Cluster2,108.850,1969.211
Cluster2,108.812,1927.987
Cluster2,355.762,1964.487
Cluster2,113.306,1935.262
Cluster2,77.309,2009.098
Cluster2,78.290,1917.128
Cluster2,75.866,1916.001
Cluster2,77.732,1872.420
Cluster2,80.751,1930.759
Cluster2,83.442,1861.830
Cluster2,80.627,1962.500
Cluster2,13.777,1904.084
Cluster2,9.683,1880.819
Cluster2,16.225,1904.118
Cluster2,15.275,1843.286
Cluster2,18.292,1911.741
Cluster2,19.613,1862.986
Cluster2,18.522,1914.708
Cluster2,14.391,1800.190
Cluster2,16.315,1826.028
Cluster2,14.385,1893.443
Cluster2,14.352,1760.324
Cluster2,16.022,1967.411
Cluster2,14.414,1852.860
Cluster2,16.644,1898.543
Cluster2,81.693,1910.201
Cluster2,83.546,1963.146
Cluster2,84.750,1984.415
Cluster2,163.731,2060.439
Cluster2,83.717,2044.730
Cluster2,81.378,1856.429
Cluster2,81.137,1978.413
Cluster2,81.724,1981.412
Cluster2,78.989,2001.616
Cluster2,189.621,2063.477
Cluster2,189.867,1977.545
Cluster2,169.618,1978.701
Cluster2,169.699,2003.296
Cluster2,169.822,2054.143
Cluster2,169.624,1993.178
Cluster2,169.811,2041.540
Cluster2,148.921,1963.596
Cluster2,148.951,2041.978
Cluster2,141.571,2017.378
Cluster2,141.279,1993.087
Cluster2,141.338,2008.975
Cluster2,141.551,2013.674
Cluster2,141.561,1910.046
Cluster2,141.508,2005.266
Cluster2,44.120,1988.061
Cluster2,44.200,1855.535
Cluster2,44.211,1980.359
Cluster2,44.135,2031.702
Cluster2,48.343,1900.933
Cluster2,207.460,1971.562
Cluster2,15.151,1916.719
Cluster2,11.923,1788.199
Cluster2,14.303,2028.260
Cluster2,183.520,2006.129
Cluster2,183.592,1901.008
Cluster2,183.520,2062.985
Cluster2,169.650,2104.583
Cluster2,169.770,1988.924
Cluster2,141.564,1949.977
Cluster2,188.461,2102.529
Cluster2,6.544,1843.783
Cluster2,4.229,1936.578
Cluster2,4.247,1982.489
Cluster2,99.812,1995.936
Cluster2,50.133,1893.474
Cluster2,49.638,1963.490
Cluster2,51.248,2018.506
Cluster2,75.216,1993.490
Cluster2,50.066,1893.368
Cluster2,31.364,1950.045
Cluster2,71.865,1992.575
Cluster2,82.080,1962.353
Cluster2,75.031,2039.490
Cluster2,72.104,1960.480
Cluster2,168.464,1987.682
Cluster2,168.408,1982.731
Cluster2,168.379,2030.506
Cluster2,428.688,1959.921
Cluster2,189.566,2072.782
Cluster2,26.191,1908.617
Cluster2,15.400,1807.702
Cluster2,14.413,1861.520
Cluster2,25.579,1940.939
Cluster2,17.090,1873.278
Cluster2,11.951,1861.103
Cluster2,17.505,1956.020
Cluster2,82.382,1910.603
Cluster2,80.861,1919.339
Cluster2,89.109,2005.114
Cluster2,86.338,1895.806
Cluster2,91.515,2041.261
Cluster2,93.057,1899.506
Cluster2,81.844,2006.085
Cluster2,137.782,2027.898
Cluster2,139.200,1933.380
Cluster2,139.128,1939.218
Cluster2,139.218,2078.899
Cluster2,139.102,2081.020
Cluster2,139.424,1973.601
Cluster2,139.211,2005.261
Cluster2,138.728,2097.028
Cluster2,135.286,2077.391
Cluster2,130.172,1977.336
Cluster2,138.905,2058.605
Cluster2,214.412,2077.629
Cluster2,129.842,2031.678
Cluster2,131.355,2031.619
Cluster2,130.066,2019.602
Cluster2,126.926,2022.601
Cluster2,126.536,1953.805
Cluster2,119.264,1981.667
Cluster2,117.981,1943.711
Cluster2,22.489,1861.977
Cluster2,22.569,1822.486
Cluster2,22.648,1878.333
Cluster2,22.499,1986.126
Cluster2,22.606,1840.748
Cluster2,8.077,1867.872
Cluster2,7.971,1978.401
Cluster2,20.159,1911.568
Cluster2,20.091,1907.534
Cluster2,20.034,1851.095
Cluster2,19.943,1970.864
Cluster2,19.973,1879.447
Cluster2,20.045,1974.702
Cluster2,159.462,1991.091
Cluster2,159.428,1977.725
Cluster2,159.597,2028.549
Cluster2,159.677,2050.892
Cluster2,159.553,1901.123
Cluster2,96.524,1869.752
Cluster2,140.365,1972.909
Cluster2,144.909,2026.389
Cluster2,139.402,1996.450
Cluster2,197.945,2067.077
Cluster2,198.054,1923.444
Cluster2,197.949,1976.175
Cluster2,22.541,1895.773
Cluster2,22.570,2008.872
Cluster2,20.090,1862.167
Cluster2,120.318,2001.377
Cluster2,159.761,1988.973
Cluster2,157.517,2049.744
Cluster2,157.549,1977.765
Cluster2,162.083,1996.126
Cluster2,154.386,2016.664
Cluster2,110.249,2018.679
Cluster2,156.381,2081.696
Cluster2,115.396,2055.680
Cluster2,154.420,1980.558
Cluster2,160.292,2020.530
Cluster2,172.251,1931.741
Cluster2,129.017,1999.543
Cluster2,173.074,2121.680
Cluster2,172.246,2030.670
Cluster2,222.299,2102.872
