sampleid	PHt	Hs_obs	Hs_exp	IR	HL
Dh_14.013	0.149737060614448	0.632640417862172	0.571778506389579	0.437653123960625	0.803554113333813
Dh_16.075	0.253175041413584	1.07039824510464	0.967414083330832	0.0344266716429248	0.661470259364436
Dh_16.080	0.264640883977901	1.11846357112971	1.01043115143868	0.00329445289756792	0.645715012357912
Dh_16.084	0.250550660792952	1.05912000250589	0.956982168551461	0.0374049636245455	0.657600160124745
Dh_16.087	0.242357477278987	1.02494332404158	0.925965018467958	0.0705069025274997	0.677570138624512
Dh_16.088	0.231178281556115	0.973048885345647	0.880086663328351	0.113327832729922	0.684389329950116
Dh_16.092	0.231532524807056	0.978817127223395	0.88466228963265	0.105792398215929	0.686006606423152
Dh_16.093	0.142182727020272	0.600497248477524	0.543228848027733	0.465903502987838	0.806539293803101
Dh_16.098	0.229403606102635	0.969117793756799	0.875974425197227	0.123343892195101	0.691329694305397
Dh_16.100	0.261445118587976	1.10406533106729	0.997597526822476	0.000189615911959175	0.645044176861403
Dh_16.103	0.238463663995579	1.00812350551401	0.911607874998075	0.0780873035972187	0.674688836668799
Dh_16.105	0.236622073578595	0.999527418838757	0.903755733241226	0.104733033481131	0.687588345861355
Dh_16.111	0.245173745173745	1.03688043362195	0.937126381786791	0.0514564681861743	0.669658102874906
Dh_16.112	0.234799663771365	0.991198511740597	0.896219173388396	0.103354335410817	0.685353935811178
Dh_16.114	0.260881542699725	1.10258242174647	0.996200641383922	0.0255765914195172	0.65829927118975
Dh_16.143	0.221636615811373	0.936921227905498	0.84674209384249	0.159882846439198	0.702985837370472
Dh_16.145	0.254555494202098	1.07623629254954	0.972807437465401	0.0376052399027538	0.665269751362731
Dh_16.146	0.24434638720353	1.03308610070344	0.933826825541422	0.077864307580717	0.680220161975848
Dh_16.148	0.254826254826255	1.0760494528933	0.97226001735625	0.0418959999126701	0.661726668715691
Dh_16.149	0.227588121010269	0.963353956727752	0.870827157897515	0.139514126000102	0.69864342304626
Dh_16.150	0.232974910394265	0.985227254752473	0.890254188341036	0.0991913688922482	0.686352531932295
Dh_16.152	0.239028429478333	1.00976273966155	0.912483011437211	0.0920178988478268	0.678279095913341
Dh_16.155	0.220409292035398	0.932723437987854	0.843561834052388	0.16361572331114	0.702052306079789
Dh_16.156	0.227260160353884	0.960977068408892	0.868626872877616	0.128599726942964	0.698214454175098
Dh_16.158	0.2449543820846	1.03582647571323	0.936136352135792	0.0828304225761026	0.676216018686023
Dh_16.159	0.210374639769452	0.883097874871115	0.799151134868525	0.20257243904963	0.718188367505893
Dh_16.183	0.212052942833005	0.896236492850979	0.810447510216311	0.176927347691629	0.709045514195701
Dh_16.200	0.230832873690017	0.976180644242718	0.882412557561923	0.10737299844544	0.68285473686082
Dh_16.203	0.229680998613037	0.970394497143453	0.877179227755646	0.124797759349084	0.69386967975658
Dh_16.207	0.247380033094319	1.04589067807732	0.945128353437368	0.0528885494906227	0.666786727900716
Dh_16.229	0.232551724137931	0.983551141074444	0.888828736538634	0.105683137551528	0.690584385554233
Dh_16.230	0.185534591194969	0.782509063527787	0.707704401860611	0.286295397453944	0.752690892023234
Dh_16.231	0.246760408050731	1.04266078676335	0.94223988441202	0.0580465118803351	0.670054013560617
Dh_16.233	0.226120857699805	0.954014056304232	0.86299241524014	0.127545531449895	0.690529840305002
Dh_16.236	0.246692392502756	1.04237645887162	0.941920949491514	0.0652990786109734	0.67536155983178
Dh_16.239	0.231363887355052	0.978216319341294	0.884443437645094	0.114150027377876	0.69006062732009
Dh_16.241	0.226883797957494	0.958113053625371	0.865993008537247	0.115989031665564	0.69610626796153
Dh_16.242	0.240110650069156	1.01336607052171	0.915877356762268	0.098276328035087	0.678315660718107
Dh_16.251	0.230578512396694	0.975120618495017	0.881414409662898	0.109362872253285	0.688459506793633
Dh_16.253	0.239046034387133	1.01199943610297	0.9146879096148	0.0730561616230574	0.673724946294635
Dh_16.255	0.242659279778393	1.02436049760387	0.925935327677492	0.0751230557655504	0.679841453363319
Dh_16.256	0.239790286975717	1.01436832751474	0.916866611865845	0.0710502870599836	0.674689540972094
Dh_16.257	0.333241379310345	1.40815947878088	1.27220494517948	-0.217978616179372	0.549638995943593
Dh_16.260	0.168049155145929	0.703564704099479	0.637528993095468	0.367620005890562	0.777553862133316
Dh_16.261	0.217463848720801	0.917312612273777	0.829669655662929	0.16225468454208	0.700681002945237
Dh_16.262	0.24800220446404	1.04846617526643	0.947375532929007	0.0554809174263817	0.669487513910106
Dh_16.263	0.236057426836002	0.998223233877145	0.902501469512614	0.103743842079885	0.688294286175947
Dh_16.270	0.236333517393705	0.999270369017069	0.90339153530277	0.0975338387622056	0.678224813807014
Dh_16.281	0.239922694643843	1.0138212597615	0.916687453300866	0.0878540906039445	0.675725925358737
Dh_16.285	0.247584874413469	1.04663447539241	0.945953764933496	0.0548120433310817	0.663395752988463
Dh_16.286	0.261806130903065	1.10840434133085	1.00245538438182	0.00303019536757128	0.646566278928639
Dh_16.287	0.257433920704846	1.08796883661649	0.982908743151479	0.034543395284317	0.655339685511644
Dh_16.311	0.153335178522004	0.648276360878871	0.585844987779078	0.418325424545623	0.792449268092672
Dh_16.352	0.246484698097601	1.04282186549174	0.942692331855665	0.0467125267285677	0.660847706301517
Dh_16.353	0.254826254826255	1.0769815106858	0.973423957498408	0.025844399275189	0.652246476591834
Dh_16.355	0.251929437706725	1.06514512409846	0.962258710433816	0.0507101697740402	0.66071942563316
Dh_16.421	0.233149171270718	0.985262811341304	0.890877656963346	0.103180485355208	0.684133058295813
Dh_16.426	0.220624827204866	0.932253443574464	0.8429475933394	0.144815879172756	0.693940941495422
Dh_16.435	0.252826027019575	1.06888578437468	0.966214469305042	0.0290038357379889	0.66052929022039
Dh_16.440	0.247860888766216	1.04734807671733	0.946799225621119	0.0563363260792028	0.670774419537672
Dh_16.441	0.243243243243243	1.02768126584173	0.928747872669371	0.0626703267212609	0.67338870051594
Dh_16.443	0.241455347298787	1.02059495299715	0.922203776698026	0.0799771111235572	0.674854306761218
Dh_16.445	0.237306843267108	1.00258949750833	0.90609387355131	0.085044933127113	0.682299044103449
Dh_16.447	0.27140104596752	1.14736618116801	1.03659524832466	-0.0173479958503671	0.641155673335913
Dh_16.450	0.24910443648388	1.05308369872081	0.951543847879174	0.0387610003070166	0.662261757467024
Dh_16.453	0.239106453392168	1.01098368846583	0.913385263614224	0.0931667416856914	0.677671137212902
Dh_16.465	0.256812551610239	1.08590964162538	0.981055348027013	0.0226270837940663	0.650080766574661
Dh_16.467	0.24317617866005	1.02788251426403	0.928765319151066	0.0643323852351793	0.673513793668292
Dh_16.468	0.242616616064035	1.02559950046461	0.92688749025591	0.0729472094393056	0.68206710693302
Dh_16.473	0.251445882676949	1.06278745124911	0.960349174255225	0.0409923880662977	0.664251827542446
Dh_16.479	0.229815376136677	0.971316561624164	0.877698042094854	0.104716317378892	0.687353479157974
Dh_16.480	0.165192672141503	0.68712517379806	0.621564197412683	0.377980199427299	0.779242751425527
Dh_16.493	0.224551724137931	0.948716040264198	0.857545608274043	0.121048177789572	0.700164725647795
Dh_16.496	0.233122072196197	0.985117179000974	0.890021919452682	0.111927625343896	0.690169434036279
Dh_16.497	0.236965517241379	1.00059279653659	0.903964590367553	0.0775942771711296	0.675553313745381
Dh_16.498	0.255371900826446	1.07918575064345	0.975139589110513	0.018405177468492	0.652748439728253
Dh_16.554	0.226206896551724	0.956505391710855	0.864525974373163	0.131124376989316	0.698224186735928
Dh_16.555	0.246416758544653	1.04137394862311	0.940989463966137	0.0596769071838783	0.671512586508979
Dh_16.881	0.254134509371555	1.07365127423691	0.970050201520294	0.0232571977447709	0.652562515418812
Dh_16.882	0.226968174204355	0.959516966176218	0.867407415918302	0.138437469347852	0.698462580539663
Dh_16.883	0.168247767857143	0.710168835117735	0.642229423506203	0.364300315132044	0.776609133969979
Dh_16.910	0.251929437706725	1.06478390222811	0.962181455525043	0.0346214150269921	0.661312241403675
Dh_17.053	0.22682119205298	0.959617947760767	0.867257277225412	0.122665337622331	0.690518416881999
Dh_17.055	0.259575640672362	1.09771237510645	0.991789027526537	0.0148394668380054	0.648388734628277
Dh_17.056	0.245594713656388	1.03817868243839	0.938053654023543	0.0605418085480886	0.668036433749686
Dh_2012.077	0.24090407938258	1.01845639410884	0.920217216046625	0.0671989794829818	0.672011923450632
Dh_2012.088	0.242064587358543	1.02325720285741	0.924946836961457	0.0720316210362586	0.678732946529073
Dh_11.306	0.242215486359879	1.02397416771307	0.925457108497887	0.0704425400005769	0.675166664703147
Dh_11.313	0.246624414439239	1.04244715020847	0.941921715786036	0.0507324140569724	0.660701233703111
Dh_11.314	0.247724137931034	1.04764110575529	0.946925084736142	0.043782742357266	0.662169287521612
Dh_11.326	0.245575221238938	1.03639118607572	0.936737378173785	0.0563449450371613	0.664203772297838
Dh_11.329	0.242206896551724	1.02372459867288	0.925153239109336	0.0648474478502724	0.671279578876983
Dh_11.330	0.259647188533627	1.09725159874738	0.991485649998142	0.0143057890573094	0.650513340778816
Dh_11.333	0.247724137931034	1.04733703537932	0.946743587596748	0.0554132239903263	0.666833225887285
Dh_11.397	0.253649132470394	1.07260731078804	0.969188410425612	0.0272272754578779	0.656431747330952
Dh_11.400	0.257442116868798	1.08814933637412	0.98328429333268	0.0266244782833909	0.658619886953393
Dh_11.409	0.250344257780226	1.0579714582672	0.955916154969536	0.048146279465758	0.663975510247655
Dh_11.411	0.274558498896247	1.16065316368696	1.04934020949701	-0.0348689736035516	0.631594920271975
Dh_11.412	0.259851198677322	1.09819015651476	0.992245912572128	0.0132363745085925	0.655305702226022
Dh_11.413	0.236413793103448	0.999502265727166	0.903421447988748	0.0778574836305513	0.683024069077597
Dh_12.087	0.243384785005513	1.02887555190905	0.929688007078364	0.0539717582145143	0.668828422798317
Dh_12.260	0.249655172413793	1.05417127824873	0.952697700097992	0.047237633730939	0.658088834317258
Dh_12.277	0.259657836644592	1.09780878816793	0.99225787087931	0.0238916785519213	0.650916201634009
Dh_12.279	0.236849352795373	1.00125822171601	0.904573587771757	0.0824966942017249	0.682938942883532
Dh_12.284	0.250068927488282	1.05695363559034	0.955249934133189	0.0578751072795576	0.66465701970956
Dh_12.285	0.235456299972429	0.995263974894627	0.899519722666566	0.0854538280061676	0.68010158079674
Dh_12.292	0.239591949269369	1.01275488195178	0.915205930558201	0.081331426575429	0.681838742732684
Dh_12.296	0.242825607064018	1.02640327369636	0.927695951572981	0.0683722820963136	0.668499539317842
Dh_12.297	0.258615936035291	1.09356819824095	0.988428153377676	0.00695166933633013	0.650056768517121
Dh_12.344	0.254891154588041	1.07731299704635	0.973417842370424	0.0256863550363138	0.660692358820395
Dh_16.107	0.244003308519438	1.03072797505089	0.931285286580857	0.0775694191308597	0.67621037706822
Dh_16.117	0.247237569060773	1.04469132558548	0.944563095260484	0.0689863998188092	0.667200407270541
Dh_16.118	0.252619966905681	1.0679920400089	0.965464408624383	0.0423887057919911	0.662742423198513
Dh_16.120	0.251034482758621	1.06178138374421	0.959944046643448	0.057138059024899	0.666793789628437
Dh_16.121	0.26530612244898	1.121551914523	1.01367226042361	0.0152916661172394	0.65266566833686
Dh_16.123	0.252421810130086	1.06677244780145	0.964329695011051	0.051791935120816	0.669498446825985
Dh_16.125	0.261445118587976	1.10577208386676	0.99947876087568	0.0239178180406804	0.66114655955891
Dh_16.128	0.244819010776458	1.03432375441705	0.934998644952617	0.067493069156717	0.677384257513606
Dh_16.129	0.244493392070485	1.03320472122593	0.93343773335982	0.0700083538221984	0.672773420255929
Dh_16.132	0.251103752759382	1.06126522577723	0.959290496705159	0.0644824564256532	0.668356092282608
Dh_16.134	0.238148354712772	1.00607494250077	0.909694497759508	0.0955163747181018	0.681065305932226
Dh_16.135	0.24124513618677	1.01956713733402	0.92175664919093	0.0816076692613268	0.681790715023909
Dh_16.137	0.254615596583081	1.07564558232873	0.971829910722249	0.0424153546809832	0.662835385989304
Dh_16.138	0.242073338847532	1.02261904599689	0.924068255445986	0.0760223269846997	0.677440057199571
Dh_16.139	0.248068432671082	1.04892876528696	0.948256302275328	0.0591604747034532	0.671305484808068
Dh_16.140	0.24393605292172	1.03131058592186	0.932070002600029	0.0764830677087664	0.677107397098985
Dh_16.249	0.249586776859504	1.05512007669463	0.953517346205435	0.0516648287016563	0.665739491091857
Dh_16.254	0.253858875413451	1.07361270798777	0.970327154480272	0.0343313899222647	0.663205997872026
Dh_16.266	0.274206896551724	1.15893322177373	1.04736766571127	-0.0344047532777035	0.630647703602393
Dh_16.267	0.246616956641812	1.04303212415807	0.942493138896862	0.0642966248444901	0.665577129112684
Dh_16.268	0.239600665557404	1.01191580102164	0.914673078049499	0.089987584439473	0.678654555057235
Dh_16.274	0.236200616419165	0.997654447003372	0.902500727414393	0.103017140298432	0.682461607409849
Dh_16.279	0.250620347394541	1.05872854557294	0.956572109846513	0.0503839752995836	0.659447240750782
Dh_16.319	0.220534458509142	0.929796765625961	0.840724944113381	0.167896525099132	0.708132067641414
Dh_16.320	0.250964187327824	1.06134715849057	0.959172987358398	0.036345659353282	0.661791101949033
Dh_16.321	0.245381858285084	1.03682125485396	0.936842270224094	0.0640781121396659	0.671279890334298
Dh_16.322	0.24882887847892	1.05140376135433	0.950192353000075	0.057084223266341	0.670846150064385
Dh_16.323	0.235570284451809	0.995107877242524	0.899541071678239	0.0948991402670165	0.680139323151703
Dh_16.324	0.251515151515152	1.06294529569363	0.960549449016853	0.0336718947887928	0.663125486673739
Dh_16.325	0.239448275862069	1.01252619410899	0.915195890395749	0.091140620711371	0.679954465856781
Dh_16.326	0.219431410433343	0.927974979023059	0.838434343989663	0.154795765478782	0.700393813059278
Dh_16.327	0.241339822502147	1.01790840121703	0.920503622953387	0.0931296107783498	0.676292022168341
Dh_16.333	0.235505245720596	0.995813588427155	0.900323878840519	0.0929155182912731	0.685249580956709
Dh_16.337	0.225503726193762	0.952931842275378	0.861204905787275	0.132745761729262	0.696875554519456
Dh_16.338	0.217619442143054	0.921053307213938	0.832695695213977	0.158168316916551	0.703560266118559
Dh_16.342	0.265767006334343	1.12343804821305	1.01513029194036	0.0057343703411272	0.654807990744685
Dh_16.343	0.203788748564868	0.855149484574173	0.773902033075479	0.212340275584051	0.726990861336781
Dh_16.347	0.246692392502756	1.04264065552003	0.942269119091837	0.0481494810702564	0.668223905207914
Dh_16.859	0.248344370860927	1.04930086928695	0.948438897497785	0.0465190696804349	0.664381205237608
Dh_16.860	0.254405286343612	1.07538130365343	0.971562452782019	0.0281690600553301	0.662266570402037
Dh_16.861	0.251445882676949	1.06332963325038	0.960712580407784	0.0331914991669075	0.660411701216934
Dh_16.863	0.249035812672176	1.05311663581438	0.951581451096592	0.0444077704347771	0.664747157509135
Dh_16.866	0.261839207048458	1.10699211830909	1.00031166047948	0.00960036465324148	0.645607399028022
Dh_16.898	0.162819329024315	0.680938675719711	0.616814225899374	0.385902685078958	0.78346380683347
Dh_16.905	0.239658025372311	1.01332612977895	0.915854009962457	0.077244356869086	0.680215560546568
Dh_16.906	0.23323212807066	0.986203230000752	0.891481323677765	0.104894475707252	0.683426301612533
Dh_16.908	0.245788456227561	1.0388089927692	0.938930795902843	0.0700712648343753	0.670170058782378
Dh_17.052	0.251239669421488	1.06225055460519	0.959981989035531	0.0437176191926893	0.668902097554915
Dh_17.057	0.242349048800662	1.02443399020856	0.925970770695542	0.0803023133448804	0.674119276881082
Dh_17.078	0.253443526170799	1.07130562887107	0.96804850544235	0.0253222023190391	0.659141194833136
Dh_17.079	0.236965517241379	1.00258515042434	0.906164375087415	0.0806283262612577	0.676322139472509
Dh_17.088_MT	0.240011022320198	1.01451474635008	0.916720799291543	0.084316104020738	0.678331853980121
Dh_17.093	0.255102040816327	1.07897834364326	0.975214975458141	0.0169748241791485	0.653709839091814
